@relation 'bank-weka.filters.unsupervised.attribute.Remove-R2-5,7-11,13-15'

@attribute age numeric
@attribute balance numeric
@attribute duration numeric
@attribute poutcome {unknown,failure,other,success}
@attribute y {no,yes}

@data
34,0,172,unknown,no
56,789,1022,failure,no
33,142,123,other,no
34,645,420,unknown,no
37,897,119,failure,no
37,103,153,unknown,no
35,847,85,unknown,no
38,0,260,success,yes
32,517,528,unknown,no
52,1308,361,unknown,no
49,66,59,unknown,no
46,361,86,unknown,no
42,66,139,unknown,no
36,70,219,unknown,no
32,180,45,unknown,no
49,279,168,unknown,no
46,4,268,other,yes
40,1416,210,unknown,no
36,465,160,unknown,no
36,998,1044,unknown,no
34,550,601,unknown,no
46,1285,89,unknown,no
32,4908,491,unknown,no
32,336,139,unknown,no
32,131,267,unknown,no
43,348,88,unknown,no
25,453,134,unknown,no
55,1102,126,unknown,no
24,926,191,unknown,no
40,502,267,other,no
38,8669,5,failure,no
48,316,560,unknown,no
36,9324,138,unknown,no
57,0,188,unknown,no
45,72,262,failure,no
33,61,836,unknown,yes
38,173,150,unknown,no
26,-162,44,unknown,no
30,47,11,unknown,no
55,1983,123,unknown,no
34,326,150,unknown,no
60,2552,255,other,no
36,1283,92,unknown,no
65,2179,112,unknown,no
39,1047,554,unknown,yes
52,36,109,unknown,no
55,-308,781,unknown,yes
26,1177,116,unknown,no
40,2077,363,other,no
52,0,82,unknown,no
29,1,167,unknown,no
41,7735,220,failure,no
30,1922,546,unknown,no
28,153,1124,unknown,yes
26,2770,141,unknown,no
58,139,188,other,no
29,21,107,failure,no
48,178,320,unknown,no
35,444,244,unknown,no
26,209,319,unknown,no
49,3096,147,unknown,no
34,5320,114,other,no
32,4885,400,unknown,no
31,0,79,unknown,no
48,5462,29,unknown,no
40,6767,97,unknown,no
42,2974,187,unknown,no
48,427,201,unknown,no
38,8876,280,failure,no
53,146,150,unknown,no
59,319,129,unknown,no
28,304,516,unknown,no
41,389,127,unknown,no
50,766,174,unknown,no
31,0,82,unknown,no
30,3107,1516,unknown,no
59,174,204,unknown,no
33,-305,109,unknown,no
35,670,378,unknown,no
30,6164,152,unknown,no
71,2850,185,unknown,yes
30,79,317,unknown,no
24,110,27,unknown,no
34,5039,205,unknown,no
34,360,46,failure,no
52,199,978,other,no
33,238,45,unknown,no
38,5092,145,unknown,no
41,1088,138,unknown,no
42,221,720,unknown,no
38,889,362,unknown,no
48,750,90,unknown,no
34,0,214,unknown,no
46,1291,142,failure,no
33,1844,241,unknown,no
40,89,148,unknown,no
36,4280,227,unknown,no
32,0,126,unknown,no
33,625,410,unknown,no
55,574,243,unknown,no
58,320,171,unknown,no
25,468,147,unknown,no
47,440,91,unknown,no
40,0,332,failure,no
59,5706,471,unknown,no
40,7780,364,other,no
30,-559,98,failure,no
25,16874,117,unknown,no
58,1987,185,unknown,no
39,98,59,other,no
40,642,147,unknown,no
38,526,553,unknown,no
66,6483,275,unknown,no
47,2306,239,unknown,yes
37,954,402,unknown,no
36,-679,172,failure,no
50,-1,195,unknown,no
76,2590,68,unknown,no
58,331,82,unknown,no
42,4209,57,unknown,no
58,462,495,success,yes
28,0,479,unknown,no
41,0,141,unknown,no
30,151,82,unknown,no
32,883,798,other,yes
27,266,232,unknown,no
48,0,60,unknown,no
36,491,103,unknown,no
54,3,443,unknown,no
36,198,400,unknown,no
52,14363,132,unknown,no
34,0,374,unknown,no
43,136,363,unknown,yes
32,28,111,unknown,no
33,335,130,unknown,no
51,174,308,unknown,no
39,270,116,unknown,no
44,1206,160,unknown,no
49,198,205,unknown,no
25,914,185,unknown,no
39,31,61,failure,no
54,0,159,success,no
32,347,213,failure,no
36,860,294,unknown,no
54,89,140,unknown,no
31,0,71,other,no
45,0,47,unknown,no
31,68,570,unknown,no
45,-149,287,unknown,no
33,2411,130,failure,yes
46,225,201,other,no
43,2731,11,unknown,no
50,112,70,other,no
44,0,54,unknown,no
42,3620,22,unknown,no
26,179,103,unknown,no
47,1544,104,failure,no
48,199,29,unknown,no
60,231,57,unknown,no
27,76,236,unknown,no
30,302,528,unknown,yes
28,189,68,unknown,no
58,565,876,unknown,yes
37,310,76,unknown,no
36,1746,99,unknown,no
39,6,122,failure,no
52,-110,141,unknown,no
55,2749,58,unknown,no
30,6495,78,unknown,no
36,35,435,unknown,no
39,-650,123,failure,no
47,292,210,unknown,no
42,5774,54,unknown,no
42,2416,138,unknown,no
58,35,336,unknown,no
68,19317,249,unknown,yes
43,50,63,unknown,no
44,-674,257,unknown,no
49,3726,875,unknown,yes
57,1180,191,unknown,no
61,6610,481,unknown,yes
36,319,120,unknown,no
31,1545,207,unknown,no
51,1315,303,unknown,no
31,424,93,unknown,no
56,151,128,unknown,no
30,-970,194,unknown,no
38,-762,408,unknown,no
35,181,5,unknown,no
31,-120,231,unknown,no
39,1022,20,unknown,no
50,78,218,other,no
39,209,36,unknown,no
26,2469,136,unknown,no
55,0,336,unknown,no
43,328,192,unknown,no
34,0,141,failure,no
51,307,65,unknown,no
31,1384,203,other,no
32,0,104,unknown,no
53,719,230,unknown,no
44,0,71,unknown,no
38,6704,205,unknown,no
47,4543,162,unknown,no
36,0,145,unknown,no
30,149,220,unknown,no
46,-1400,309,failure,no
33,-118,421,unknown,no
43,2160,261,success,yes
38,3452,132,unknown,no
27,842,273,other,no
38,3576,349,success,yes
41,1666,291,unknown,no
29,0,83,unknown,no
39,0,793,unknown,no
42,1628,119,success,no
47,51,312,unknown,no
30,447,103,unknown,no
34,396,101,unknown,no
45,4994,48,unknown,no
43,3215,228,unknown,no
59,2814,81,unknown,no
50,0,152,unknown,no
39,293,160,unknown,no
36,474,59,unknown,no
44,16178,297,unknown,no
36,0,147,unknown,no
27,88,143,unknown,no
29,308,75,unknown,no
70,1164,338,failure,no
44,13893,29,unknown,no
55,0,159,unknown,no
36,-435,85,unknown,no
28,389,15,unknown,no
50,356,198,other,no
49,2718,114,unknown,no
71,261,1117,unknown,no
31,757,343,unknown,no
45,16,59,unknown,no
42,-422,31,unknown,no
45,248,212,unknown,no
47,145,157,unknown,no
60,598,96,unknown,no
35,949,245,unknown,no
31,614,72,unknown,no
33,1209,700,unknown,no
50,202,107,failure,no
51,1840,312,unknown,no
34,114,153,other,no
56,-229,55,unknown,no
29,182,38,unknown,no
31,401,96,unknown,no
44,759,397,unknown,no
55,4194,208,unknown,no
35,0,122,unknown,no
36,629,109,failure,no
54,153,74,unknown,no
32,553,72,unknown,no
36,1057,383,unknown,no
60,78,113,unknown,no
32,-28,400,unknown,no
57,929,387,unknown,no
34,428,59,unknown,no
27,268,528,failure,no
52,83,1223,unknown,yes
45,998,38,unknown,no
58,2223,1139,success,no
39,6,286,unknown,no
48,312,369,unknown,no
36,0,333,unknown,no
31,691,198,unknown,no
41,771,106,unknown,no
30,192,423,unknown,no
57,0,116,unknown,no
29,1070,30,other,yes
29,84,1101,unknown,yes
30,2,102,failure,no
44,1242,384,unknown,no
33,5969,156,failure,no
56,3337,99,unknown,no
26,1347,280,other,yes
52,64,20,unknown,no
32,249,258,unknown,no
36,0,85,unknown,no
26,128,355,unknown,no
37,196,66,unknown,no
34,351,467,unknown,no
26,5533,582,failure,no
32,38,744,unknown,yes
30,35,185,unknown,no
27,235,13,unknown,no
42,30,98,failure,no
33,92,127,unknown,no
37,67,45,unknown,no
45,4022,244,unknown,no
36,3057,2769,unknown,yes
39,0,561,failure,no
33,349,182,unknown,no
47,2322,618,unknown,no
49,167,198,unknown,no
46,558,126,unknown,no
31,-230,715,unknown,no
43,4094,63,unknown,no
30,239,412,unknown,yes
43,497,66,failure,no
42,179,96,unknown,no
30,305,633,success,yes
33,-67,364,unknown,no
41,4539,298,unknown,no
29,770,341,unknown,no
38,-673,364,unknown,no
29,858,234,failure,no
80,0,639,failure,yes
38,5244,310,unknown,no
36,117,123,unknown,no
38,846,253,unknown,no
44,0,96,unknown,no
31,1331,297,success,yes
31,31,501,unknown,no
57,179,67,failure,no
37,543,281,unknown,no
50,253,475,unknown,no
60,71188,205,unknown,no
51,5108,272,other,no
48,1738,349,unknown,no
42,-97,216,failure,no
36,199,183,unknown,no
43,489,130,other,no
31,355,61,unknown,no
49,-97,92,unknown,no
35,473,37,unknown,no
44,6649,354,unknown,no
34,263,203,other,no
46,781,152,unknown,no
49,1032,41,unknown,no
32,119,20,unknown,no
35,434,277,success,no
51,2967,83,unknown,no
57,-331,531,unknown,no
59,1585,91,unknown,no
40,4384,315,unknown,no
49,588,70,unknown,no
51,3180,384,unknown,no
35,0,105,unknown,no
29,-76,305,unknown,no
32,152,158,unknown,yes
37,1040,199,failure,no
49,-384,25,unknown,no
45,473,147,unknown,no
34,475,538,unknown,no
53,0,77,unknown,no
42,149,94,unknown,no
43,3285,1721,unknown,yes
52,424,143,failure,no
34,79,104,unknown,no
34,674,587,unknown,yes
27,0,1608,unknown,yes
43,58,48,unknown,no
41,532,74,unknown,no
72,4130,427,unknown,no
35,422,73,unknown,no
41,437,14,unknown,no
36,-308,725,unknown,yes
51,30,333,unknown,no
37,137,244,unknown,no
42,-247,519,other,yes
26,321,242,unknown,no
23,250,222,unknown,no
50,-470,130,failure,no
37,140,490,unknown,no
35,2793,258,unknown,no
37,410,337,unknown,no
79,2628,220,failure,no
39,116,79,success,no
47,0,250,unknown,no
44,878,130,unknown,no
36,2944,882,unknown,yes
33,3975,515,other,no
42,96,238,failure,no
35,2288,32,unknown,no
31,472,907,unknown,no
58,65,162,unknown,no
46,0,70,unknown,no
41,400,99,unknown,no
58,7495,325,unknown,no
33,137,305,unknown,no
31,24,631,unknown,no
55,3450,169,failure,yes
38,311,61,unknown,no
55,139,256,unknown,no
47,0,58,unknown,no
51,492,142,unknown,no
46,334,36,other,no
61,997,106,unknown,yes
47,440,71,unknown,no
34,47,132,unknown,no
34,1298,120,unknown,no
41,3355,181,failure,no
36,-11,152,unknown,no
26,396,302,unknown,no
35,8,93,unknown,yes
36,1409,235,unknown,no
26,170,129,unknown,yes
58,2769,94,unknown,no
50,2320,310,unknown,no
61,76,195,unknown,no
28,2034,196,unknown,no
49,3018,93,unknown,no
74,921,394,unknown,yes
53,483,288,unknown,no
46,390,208,unknown,no
47,0,508,unknown,yes
42,92,86,unknown,no
56,22196,189,unknown,no
42,2,249,unknown,no
49,249,450,unknown,no
43,3274,680,failure,no
39,5731,175,unknown,no
66,206,479,unknown,yes
30,2325,270,other,no
38,0,164,unknown,no
31,1664,158,success,no
32,3333,50,unknown,no
48,7020,80,unknown,no
34,37,45,unknown,no
28,28,220,unknown,no
40,1670,161,unknown,no
36,134,98,unknown,no
52,603,79,unknown,no
46,276,157,unknown,no
25,2157,339,unknown,no
52,161,274,unknown,no
40,3658,977,unknown,no
26,-402,127,unknown,no
26,3342,329,unknown,no
35,1732,1441,unknown,no
40,263,231,unknown,no
31,623,96,failure,no
32,3540,213,failure,no
33,95,335,unknown,yes
53,765,959,other,yes
46,-824,429,unknown,yes
28,5549,383,unknown,no
31,191,40,unknown,no
44,420,110,unknown,no
35,0,326,unknown,no
50,2706,179,unknown,no
32,4,132,unknown,no
51,423,95,unknown,no
51,-892,248,unknown,no
31,-120,100,failure,no
41,-365,226,unknown,no
57,27069,174,unknown,no
34,8038,29,failure,no
47,-938,176,unknown,no
47,1139,106,unknown,no
36,189,136,failure,no
29,19,110,success,yes
39,3663,230,unknown,no
53,0,140,unknown,no
47,-614,118,unknown,no
51,2323,151,unknown,no
48,425,693,unknown,no
32,5122,31,unknown,no
36,608,125,unknown,no
50,341,670,success,yes
39,607,454,failure,yes
31,1495,159,unknown,no
49,381,504,unknown,no
33,385,29,unknown,no
26,1274,190,failure,no
27,362,332,unknown,no
51,377,143,failure,no
26,802,77,other,no
45,194,517,unknown,no
54,-315,2029,unknown,yes
49,1843,269,unknown,no
47,-9,457,unknown,no
42,83,184,unknown,no
50,433,47,unknown,no
37,-107,158,unknown,no
54,4503,168,unknown,no
40,51,50,unknown,no
50,961,757,unknown,no
57,49,93,unknown,no
33,3470,285,unknown,no
49,-147,390,unknown,no
35,0,146,unknown,no
28,0,386,unknown,no
58,172,145,unknown,no
31,-407,230,unknown,no
36,649,237,failure,no
49,1040,474,unknown,no
30,142,350,unknown,no
29,209,487,unknown,no
50,3304,1009,unknown,no
26,294,87,success,yes
27,4848,82,unknown,no
32,1670,183,unknown,no
62,367,139,unknown,no
34,13683,115,unknown,no
25,1420,124,unknown,no
34,340,633,unknown,no
44,1679,718,unknown,yes
38,1198,63,unknown,no
57,169,180,failure,no
36,506,47,failure,no
41,1249,391,unknown,no
36,678,85,unknown,no
27,212,373,unknown,no
37,23,289,unknown,no
47,4402,805,other,yes
31,459,623,success,yes
39,4722,483,unknown,no
35,1555,26,unknown,no
40,61,112,unknown,no
38,0,213,unknown,no
31,3706,129,unknown,no
36,1177,330,success,yes
53,2096,104,unknown,no
59,748,184,unknown,no
29,3357,120,unknown,no
30,3809,159,unknown,no
52,395,391,unknown,no
55,1011,112,unknown,no
56,420,76,unknown,no
32,76,189,unknown,no
24,0,94,unknown,no
51,844,184,unknown,no
36,1318,100,unknown,no
36,167,57,unknown,no
42,2187,525,unknown,yes
49,14440,60,unknown,no
48,2294,251,unknown,no
36,80,251,unknown,no
48,2537,219,unknown,no
30,569,976,unknown,yes
27,0,46,unknown,no
38,0,185,unknown,no
36,12,587,unknown,yes
45,49,65,unknown,no
44,460,491,unknown,no
42,613,432,unknown,no
37,7944,102,unknown,no
48,1143,264,failure,no
57,-464,75,failure,no
44,1989,106,unknown,no
48,17,81,unknown,no
56,-1,89,unknown,no
37,1698,95,unknown,no
47,5306,322,unknown,no
54,0,94,other,no
51,1679,417,other,yes
47,3676,567,success,yes
25,-242,600,other,yes
39,471,5,unknown,no
40,8902,464,unknown,no
38,1704,222,unknown,no
34,3050,469,unknown,yes
53,2581,99,unknown,no
32,162,297,unknown,no
35,243,41,unknown,no
24,1847,390,unknown,no
58,0,535,unknown,no
49,3371,269,unknown,yes
45,1757,1010,other,no
55,171,73,unknown,no
42,157,650,unknown,no
28,934,53,unknown,no
48,-19,270,unknown,no
51,-55,119,unknown,no
38,21,634,unknown,no
27,14,72,unknown,no
50,246,270,failure,no
44,887,165,failure,no
40,51,164,unknown,no
29,-287,196,unknown,no
34,0,78,unknown,no
44,2734,897,unknown,yes
50,52,22,unknown,no
34,2594,161,unknown,no
54,22,23,unknown,no
34,1611,490,unknown,no
34,18,359,unknown,yes
52,1331,213,unknown,no
60,7337,122,unknown,no
39,835,587,unknown,no
58,5092,199,unknown,no
41,52,261,unknown,no
48,10655,5,unknown,no
58,1831,1531,unknown,no
40,92,92,unknown,no
48,586,179,unknown,no
52,1758,41,unknown,no
50,2061,197,failure,no
25,959,144,unknown,no
54,208,255,unknown,no
34,-315,56,unknown,no
48,-13,20,other,no
37,801,331,unknown,no
66,1948,216,success,yes
32,751,64,unknown,no
45,784,34,unknown,no
43,24,68,failure,no
41,72,764,unknown,no
40,1871,64,unknown,no
44,1378,257,unknown,no
43,188,58,failure,no
30,6836,30,unknown,no
32,61,529,unknown,no
57,-967,8,unknown,no
31,462,147,unknown,no
49,0,173,unknown,no
31,5527,132,unknown,no
41,1287,286,unknown,no
44,17361,476,unknown,no
54,1956,221,unknown,no
37,0,146,unknown,yes
34,-294,532,unknown,no
43,275,69,unknown,no
44,724,157,failure,no
44,27,485,unknown,no
53,26,56,failure,no
36,191,69,unknown,no
58,-123,131,unknown,no
26,-147,95,unknown,no
34,179,294,unknown,no
55,1086,146,failure,no
55,471,58,unknown,no
34,105,249,unknown,no
41,1588,10,unknown,no
38,70,255,success,yes
28,2700,337,unknown,no
41,1602,142,unknown,no
30,0,209,unknown,no
39,839,825,unknown,no
41,21515,87,unknown,no
36,5902,219,unknown,no
37,547,143,unknown,no
59,3800,70,unknown,no
26,261,371,unknown,no
43,0,539,failure,no
42,-34,176,unknown,no
46,9328,725,unknown,yes
31,5,101,unknown,no
43,3529,169,unknown,no
48,2330,15,unknown,no
41,1334,234,unknown,no
32,3601,171,unknown,no
45,265,14,unknown,no
52,2227,242,unknown,yes
37,487,155,unknown,no
38,0,580,failure,no
36,174,223,unknown,no
58,14412,297,unknown,no
37,3288,124,unknown,no
30,57,465,unknown,no
47,2246,330,unknown,no
40,4441,153,failure,no
42,0,131,unknown,no
71,353,208,failure,no
54,448,98,unknown,no
53,27,230,unknown,yes
33,474,400,unknown,no
30,1185,284,failure,no
39,282,243,unknown,no
32,2,16,failure,no
34,60,274,unknown,no
39,3972,122,unknown,no
75,26452,219,unknown,no
33,818,301,unknown,no
40,9374,7,failure,no
37,47,374,unknown,no
69,279,26,unknown,no
52,20,172,unknown,no
31,360,332,other,no
28,1532,253,failure,no
29,1673,200,other,no
46,2420,405,unknown,no
28,100,132,unknown,no
41,0,89,unknown,no
42,1533,86,unknown,no
34,296,147,unknown,no
28,2788,369,unknown,yes
43,109,64,unknown,no
32,485,98,unknown,no
33,125,66,unknown,no
70,616,149,failure,no
36,3064,240,failure,no
53,206,87,unknown,no
30,6900,816,unknown,no
45,-179,155,unknown,no
31,481,106,failure,no
28,12,73,other,no
45,0,574,unknown,no
51,176,8,failure,no
53,4086,14,unknown,no
40,257,731,unknown,no
53,53,208,failure,no
31,6,821,unknown,no
30,562,137,unknown,no
53,-118,101,unknown,no
40,2805,173,failure,no
26,565,582,unknown,no
47,0,676,unknown,no
51,1612,384,failure,no
45,180,62,unknown,no
35,0,295,unknown,no
36,876,241,unknown,no
57,2137,132,unknown,no
42,260,175,unknown,no
32,-53,648,other,yes
30,944,251,unknown,yes
36,2394,184,unknown,no
43,297,119,unknown,no
69,2144,417,success,yes
31,969,95,unknown,no
35,0,125,unknown,no
26,37,207,failure,no
46,410,162,unknown,no
30,1211,176,unknown,no
33,71,107,unknown,no
34,436,28,failure,no
48,559,1231,unknown,no
31,1170,200,unknown,no
46,25,103,unknown,no
40,1325,150,unknown,no
39,0,108,unknown,no
33,647,124,other,no
50,2142,309,other,no
84,639,353,unknown,yes
40,177,742,unknown,no
55,236,200,unknown,no
40,1959,177,unknown,no
46,96,151,unknown,no
43,0,147,unknown,no
34,250,193,unknown,no
35,126,112,unknown,no
57,1621,108,unknown,no
25,8,107,unknown,yes
32,189,106,unknown,no
52,316,463,unknown,no
31,-282,131,unknown,no
34,-308,140,unknown,no
42,248,163,unknown,no
47,126,2456,unknown,yes
50,13,76,unknown,yes
30,-393,435,unknown,yes
33,358,302,failure,no
56,917,306,unknown,no
34,1268,259,unknown,no
33,-163,502,unknown,no
32,473,72,other,no
34,4831,265,unknown,no
37,1063,413,unknown,no
30,0,756,unknown,no
29,424,241,unknown,no
56,802,258,unknown,no
31,430,137,unknown,no
59,3940,48,unknown,no
36,2880,283,unknown,no
51,1069,247,unknown,no
54,4382,193,unknown,no
37,0,129,failure,no
32,3939,209,unknown,no
42,753,31,unknown,no
29,358,88,unknown,no
52,1141,22,unknown,no
40,1259,234,unknown,no
30,227,23,unknown,no
55,538,353,unknown,yes
49,92,221,unknown,no
33,8023,196,failure,no
32,2478,395,unknown,no
21,6844,126,other,no
42,440,13,unknown,no
56,800,170,unknown,no
39,914,20,unknown,no
30,638,358,unknown,no
55,159,159,unknown,no
43,483,225,unknown,no
53,94,493,success,yes
57,1044,585,success,yes
39,0,13,unknown,no
56,401,26,unknown,no
29,33,161,unknown,no
38,506,122,unknown,no
59,1881,456,unknown,no
42,344,26,unknown,no
46,0,51,unknown,no
31,3,37,unknown,no
35,221,150,failure,no
50,36,104,unknown,no
42,969,721,unknown,no
36,760,9,unknown,no
25,220,68,unknown,no
42,10907,74,unknown,no
27,-148,146,other,no
32,415,777,unknown,yes
57,1341,339,unknown,no
48,865,78,unknown,no
34,-566,248,unknown,no
33,210,201,unknown,no
26,1275,18,unknown,no
50,579,83,unknown,no
60,2934,233,unknown,no
47,6637,174,unknown,no
31,271,89,unknown,no
52,0,145,success,no
36,472,1017,unknown,no
43,487,548,unknown,no
30,699,213,unknown,no
32,150,210,unknown,no
31,1130,224,failure,no
29,584,541,unknown,no
48,3186,104,unknown,no
32,133,171,unknown,yes
30,868,387,unknown,no
48,480,830,failure,yes
51,1883,57,unknown,no
34,606,97,unknown,yes
35,603,474,unknown,no
49,548,115,unknown,no
36,-872,153,failure,no
37,33,106,failure,no
37,1689,645,unknown,no
49,902,210,unknown,no
44,0,97,unknown,no
40,260,52,failure,no
57,589,223,failure,no
39,626,126,unknown,no
38,0,1473,unknown,no
51,78,723,unknown,no
27,3792,279,unknown,yes
38,14058,293,unknown,no
30,-522,670,failure,yes
36,386,359,unknown,no
37,1978,404,success,yes
53,459,317,success,no
38,2812,830,unknown,yes
48,5057,37,unknown,no
26,-759,191,unknown,no
33,-416,767,unknown,yes
47,2106,168,unknown,no
45,220,89,unknown,no
32,0,746,unknown,no
69,426,225,success,yes
65,4717,256,unknown,yes
37,395,219,unknown,no
45,0,211,unknown,no
36,-206,177,unknown,no
62,6,216,success,yes
37,4039,106,unknown,no
39,687,869,unknown,yes
38,-242,1173,success,yes
31,582,58,unknown,no
58,8218,124,unknown,no
44,1424,201,unknown,no
31,92,688,unknown,yes
33,2085,501,unknown,yes
36,197,260,unknown,yes
31,2305,139,unknown,no
45,-547,214,unknown,no
30,411,142,unknown,no
34,584,154,unknown,no
34,997,81,unknown,no
39,83,69,unknown,no
41,6563,136,unknown,no
32,0,99,unknown,no
32,0,9,unknown,no
36,398,278,unknown,no
35,1145,82,unknown,no
32,2,100,unknown,yes
33,201,171,failure,no
49,563,84,unknown,no
35,3161,433,unknown,no
31,0,624,unknown,no
42,1331,698,unknown,no
34,2929,518,unknown,yes
32,-220,123,unknown,no
29,5980,317,unknown,no
32,48,8,unknown,no
50,0,118,unknown,no
58,3382,294,failure,no
59,2308,815,other,yes
25,10,857,unknown,yes
57,162,174,unknown,no
30,1073,1130,unknown,no
26,1700,13,unknown,no
50,148,198,unknown,no
39,0,503,unknown,no
45,185,249,unknown,no
37,896,343,unknown,no
47,1279,479,unknown,no
50,199,116,failure,no
40,99,15,unknown,no
35,378,427,unknown,no
53,15,921,unknown,yes
35,147,41,failure,no
54,2225,73,unknown,no
35,1810,65,unknown,no
31,-6,94,unknown,no
46,435,192,unknown,no
52,335,411,failure,yes
34,-251,641,unknown,yes
46,5,305,unknown,no
54,641,472,failure,no
37,0,115,unknown,no
39,722,141,unknown,no
50,3337,24,unknown,no
44,0,264,unknown,no
56,1504,66,unknown,no
40,35,318,failure,no
36,895,622,unknown,no
33,752,104,unknown,no
33,1925,76,unknown,no
42,-246,149,unknown,no
30,901,601,unknown,no
33,894,509,unknown,no
26,592,174,unknown,no
26,3529,57,unknown,no
37,0,187,unknown,no
59,0,493,unknown,yes
49,371,18,unknown,no
33,1,257,unknown,no
46,834,196,unknown,no
55,298,144,unknown,no
49,306,285,unknown,no
51,143,627,unknown,no
27,186,136,unknown,no
44,5597,27,unknown,no
40,1547,88,success,no
36,1852,362,unknown,no
46,1790,214,unknown,no
30,20,404,failure,no
35,8652,103,unknown,no
31,1626,356,failure,no
37,749,219,unknown,no
49,51,984,unknown,no
27,-1,60,unknown,no
32,-32,145,unknown,no
70,6850,252,failure,no
22,333,129,unknown,no
58,-27,77,unknown,no
33,932,226,unknown,no
83,0,664,success,no
50,100,157,failure,no
53,-626,205,unknown,no
37,9,484,unknown,no
55,653,800,unknown,no
49,3608,231,unknown,yes
41,293,102,unknown,no
40,36,240,unknown,no
48,263,350,unknown,no
27,8366,458,other,no
30,2186,366,unknown,no
37,20453,115,unknown,no
37,105,260,unknown,no
40,440,327,unknown,no
73,519,434,failure,yes
50,19447,166,unknown,no
53,225,171,unknown,no
47,2548,577,other,no
33,0,224,unknown,no
50,2284,1088,unknown,yes
51,40,79,failure,no
42,364,52,unknown,no
34,174,259,unknown,no
44,10888,163,unknown,no
32,0,159,failure,no
60,225,54,unknown,no
60,2131,421,unknown,no
29,-20,574,unknown,yes
39,36,70,unknown,no
47,2642,310,unknown,no
30,400,223,unknown,no
31,1214,39,unknown,no
34,-292,181,unknown,no
51,1415,151,unknown,no
38,213,270,unknown,no
47,2540,110,unknown,no
46,3232,94,unknown,no
33,296,90,unknown,no
30,42,115,unknown,no
40,697,220,other,no
38,13156,291,failure,no
63,1490,506,unknown,yes
33,150,151,unknown,no
59,0,812,unknown,yes
29,4210,119,unknown,no
54,1012,33,other,no
57,16063,352,unknown,no
57,5431,383,unknown,no
28,317,21,unknown,no
30,4787,266,failure,no
28,225,866,unknown,no
45,3854,10,unknown,no
29,92,240,unknown,no
42,-10,291,unknown,no
31,-617,115,unknown,no
59,195,366,unknown,no
41,1172,153,unknown,no
57,0,197,unknown,no
43,0,106,unknown,no
30,-94,41,unknown,no
26,609,112,unknown,no
52,4,30,unknown,no
32,1121,211,unknown,no
39,355,313,unknown,no
31,3653,252,failure,no
83,1097,181,unknown,yes
34,436,118,unknown,no
40,4795,57,unknown,no
39,266,102,unknown,no
50,3357,239,unknown,yes
30,101,187,unknown,no
43,10910,66,unknown,no
49,1568,206,unknown,no
41,0,239,failure,no
35,305,7,failure,no
57,31,260,unknown,no
29,452,347,unknown,no
48,5,697,unknown,no
38,7929,182,unknown,no
41,39,549,unknown,yes
39,267,1151,unknown,no
31,4945,445,unknown,no
51,463,213,unknown,no
35,2116,409,unknown,no
45,59,873,unknown,yes
28,131,147,unknown,no
57,107,85,unknown,no
36,-35,339,unknown,no
49,230,96,unknown,no
34,2679,195,unknown,no
65,493,622,failure,no
26,256,101,unknown,no
52,-133,96,unknown,no
32,811,563,unknown,yes
33,302,670,unknown,no
43,3529,190,unknown,no
26,75,351,unknown,no
45,999,215,failure,no
30,7845,59,unknown,no
37,260,446,unknown,no
45,2048,310,failure,yes
34,1557,213,unknown,no
35,505,371,unknown,no
41,1536,54,unknown,no
42,0,118,unknown,no
48,439,212,other,no
45,44,81,unknown,no
47,295,157,unknown,no
37,190,194,unknown,no
32,3935,129,unknown,no
40,-17,474,success,yes
35,175,219,failure,no
31,4888,475,failure,no
36,40,359,unknown,no
44,4460,168,unknown,no
52,98,148,unknown,no
28,330,197,unknown,no
45,13117,42,unknown,no
38,12877,118,unknown,no
39,1506,299,unknown,no
28,0,198,unknown,no
31,775,361,unknown,no
46,258,217,unknown,no
22,246,25,unknown,no
49,2146,1516,other,yes
44,304,129,unknown,no
31,360,592,unknown,no
53,3316,331,unknown,no
55,6880,353,unknown,no
35,2189,256,unknown,no
35,5304,340,failure,no
37,102,101,unknown,no
50,181,599,unknown,no
37,3953,610,failure,no
37,6969,412,unknown,no
29,572,314,success,yes
31,223,508,success,no
40,-396,127,unknown,no
47,164,212,unknown,no
55,2678,151,unknown,no
33,920,58,failure,no
53,4554,8,unknown,no
38,623,297,other,yes
61,967,180,unknown,no
43,1577,87,unknown,no
42,1,59,unknown,no
36,0,81,unknown,no
31,1166,207,unknown,no
59,3534,216,unknown,no
29,200,322,unknown,no
33,4790,137,failure,no
44,-237,73,unknown,no
43,1335,371,unknown,no
42,603,298,unknown,no
32,577,101,unknown,no
43,0,110,unknown,no
39,163,107,unknown,no
23,1158,743,unknown,no
43,642,644,unknown,no
46,466,169,unknown,no
31,119,380,unknown,no
38,3436,663,unknown,yes
53,238,238,failure,no
37,378,514,unknown,no
49,32,128,unknown,no
31,315,130,other,no
45,6945,131,failure,no
58,3496,111,unknown,no
35,0,169,unknown,no
32,309,346,failure,no
28,0,205,unknown,no
26,668,576,unknown,yes
48,1175,1476,unknown,no
30,363,171,unknown,no
31,38,185,unknown,no
31,1183,676,unknown,no
45,942,362,unknown,no
38,4196,193,unknown,no
34,297,63,unknown,no
42,-91,43,unknown,no
60,362,816,unknown,yes
42,1080,951,failure,yes
32,620,1234,unknown,yes
42,-166,85,unknown,no
33,288,306,unknown,no
42,642,509,unknown,no
